Original Inputs,Original Outputs,Attributes,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Block Dim,aicore_time(us),mac_ratio,vec_ratio,scalar_ratio,mte1_ratio,mte2_ratio,mte3_ratio
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1599, 1600], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 111}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1599, 111], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1599, 111], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1599,1600;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1599,111;1599,111""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,11496.585294,0.0,0.971084,0.062671,0.0,0.01604,0.031331
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1095, 301], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 293}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1095, 293], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1095, 293], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1095,301;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1095,293;1095,293""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,1433.670588,0.0,0.870129,0.119638,0.0,0.032932,0.16749
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [92, 48, 182, 50], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 30}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [92, 48, 182, 30], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [92, 48, 182, 30], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""92,48,182,50;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""92,48,182,30;92,48,182,30""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,317428.494853,0.0,0.388881,0.466302,0.0,0.036442,0.36677
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [136, 125, 6, 477], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 47}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [136, 125, 6, 47], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [136, 125, 6, 47], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""136,125,6,477;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""136,125,6,47;136,125,6,47""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,196723.879412,0.0,0.932613,0.094093,0.0,0.02701,0.083412
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [124, 25, 11, 5, 377], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 245}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [124, 25, 11, 5, 245], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [124, 25, 11, 5, 245], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""124,25,11,5,377;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""124,25,11,5,245;124,25,11,5,245""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,271920.116912,0.0,0.890327,0.110583,0.0,0.026344,0.131902
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [937, 205, 270], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 235}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [937, 205, 235], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [937, 205, 235], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""937,205,270;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""937,205,235;937,205,235""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,225610.147059,0.0,0.886453,0.111279,0.0,0.02598,0.169604
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [755, 573], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 449}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [755, 449], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [755, 449], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""755,573;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""755,449;755,449""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,1698.984559,0.0,0.91534,0.091713,0.0,0.037404,0.111197
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [659, 189, 430], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 36}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [659, 189, 36], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [659, 189, 36], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""659,189,430;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""659,189,36;659,189,36""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,218094.722794,0.0,0.929964,0.098874,0.0,0.027185,0.089507
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [43], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 32}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [32], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [32], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""43;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""32;32""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,2.998529,0.0,0.106915,0.113781,0.0,0.512997,0.06768
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [630, 198, 14, 33], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 28}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [630, 198, 14, 28], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [630, 198, 14, 28], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""630,198,14,33;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""630,198,14,28;630,198,14,28""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,665798.005147,0.0,0.325462,0.484294,0.0,0.036926,0.378602
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [7, 29, 40, 123, 67], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [7, 29, 40, 123, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [7, 29, 40, 123, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""7,29,40,123,67;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""7,29,40,123,16;7,29,40,123,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,410807.286029,0.0,0.675548,0.462265,0.0,0.038678,0.042961
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [8, 64, 5, 381, 42], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 36}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [8, 64, 5, 381, 36], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [8, 64, 5, 381, 36], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""8,64,5,381,42;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""8,64,5,381,36;8,64,5,381,36""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,302598.430147,0.0,0.395455,0.381494,0.0,0.039935,0.459166
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [884], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 765}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [765], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [765], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""884;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""765;765""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,9.623529,0.0,0.696057,0.051803,0.0,0.207518,0.056693
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [124, 18, 244, 86], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 82}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [124, 18, 244, 82], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [124, 18, 244, 82], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""124,18,244,86;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""124,18,244,82;124,18,244,82""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,290166.073529,0.0,0.625305,0.342076,0.0,0.032225,0.278094
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [126, 840, 329], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 128}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [126, 840, 128], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [126, 840, 128], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""126,840,329;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""126,840,128;126,840,128""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,148648.646324,0.0,0.917116,0.132842,0.0,0.028137,0.020957
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [82, 1, 40, 53, 241], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 183}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [82, 1, 40, 53, 183], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [82, 1, 40, 53, 183], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""82,1,40,53,241;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""82,1,40,53,183;82,1,40,53,183""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,168159.722059,0.0,0.773099,0.221921,0.0,0.030408,0.191998
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [264, 578], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 178}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [264, 178], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [264, 178], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""264,578;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""264,178;264,178""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,650.670588,0.0,0.89204,0.103995,0.0,0.035345,0.088904
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [532, 443, 217], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 64}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [532, 443, 64], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [532, 443, 64], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""532,443,217;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""532,443,64;532,443,64""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,187491.505882,0.0,0.872553,0.215314,0.0,0.035317,0.022567
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [211, 346, 812], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 373}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [211, 346, 373], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [211, 346, 373], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""211,346,812;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""211,346,373;211,346,373""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,229806.475735,0.0,0.944274,0.066419,0.0,0.028772,0.073962
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [36, 13, 18, 30, 165], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 32}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [36, 13, 18, 30, 32], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [36, 13, 18, 30, 32], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""36,13,18,30,165;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""36,13,18,30,32;36,13,18,30,32""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,175340.779412,0.0,0.802727,0.300448,0.0,0.037105,0.034783
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [19, 165, 138, 119], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 79}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [19, 165, 138, 79], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [19, 165, 138, 79], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""19,165,138,119;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""19,165,138,79;19,165,138,79""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,243987.675735,0.0,0.686284,0.290153,0.0,0.035662,0.262649
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [90, 27, 4, 154, 39], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 24}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [90, 27, 4, 154, 24], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [90, 27, 4, 154, 24], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""90,27,4,154,39;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""90,27,4,154,24;90,27,4,154,24""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,431048.277206,0.0,0.428049,0.487899,0.0,0.043434,0.275267
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1842], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 753}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [753], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [753], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1842;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""753;753""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,19.1,0.0,0.858562,0.030798,0.0,0.110872,0.027872
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [28, 15, 140, 58, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [28, 15, 140, 58, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [28, 15, 140, 58, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""28,15,140,58,16;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""28,15,140,58,16;28,15,140,58,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,231739.995588,0.0,0.553575,0.662194,0.0,0.128475,0.229727
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [19], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 18}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [18], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [18], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""19;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""18;18""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,3.120588,0.0,0.082941,0.145146,0.0,0.491046,0.064562
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1151, 949], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 801}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1151, 801], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1151, 801], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1151,949;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1151,801;1151,801""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,4287.556618,0.0,0.937146,0.099496,0.0,0.030689,0.078936
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [5, 22, 256, 118, 20], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 17}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [5, 22, 256, 118, 17], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [5, 22, 256, 118, 17], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""5,22,256,118,20;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""5,22,256,118,17;5,22,256,118,17""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,1142251.603676,0.0,0.270187,0.44984,0.0,0.038465,0.446658
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [911], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 3}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [3], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [3], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""911;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""3;3""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,9.288235,0.0,0.741767,0.043699,0.0,0.252375,0.030399
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [56, 69], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 42}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [56, 42], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [56, 42], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""56,69;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""56,42;56,42""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,32.171324,0.0,0.483121,0.321647,0.0,0.063379,0.280369
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1015, 1132], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 1053}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1015, 1053], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1015, 1053], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1015,1132;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1015,1053;1015,1053""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,5295.699265,0.0,0.95922,0.051805,0.0,0.027831,0.058029
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [304, 184, 951], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 560}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [304, 184, 560], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [304, 184, 560], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""304,184,951;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""304,184,560;304,184,560""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,208255.051471,0.0,0.937642,0.095275,0.0,0.035586,0.028608
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [878, 703, 64], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 49}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [878, 703, 49], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [878, 703, 49], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""878,703,64;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""878,703,49;878,703,49""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,176352.033088,0.0,0.534898,0.281273,0.0,0.034607,0.497276
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [838, 133, 485], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 41}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [838, 133, 41], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [838, 133, 41], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""838,133,485;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""838,133,41;838,133,41""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,227989.344853,0.0,0.907793,0.12049,0.0,0.024877,0.076864
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [294, 56, 55, 74], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 23}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [294, 56, 55, 23], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [294, 56, 55, 23], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""294,56,55,74;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""294,56,55,23;294,56,55,23""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,416126.155147,0.0,0.600545,0.311539,0.0,0.033239,0.329979
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [20, 32, 441, 187], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 168}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [20, 32, 441, 168], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [20, 32, 441, 168], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""20,32,441,187;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""20,32,441,168;20,32,441,168""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,200166.078676,0.0,0.796112,0.203528,0.0,0.044527,0.135746
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1155], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 134}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [134], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [134], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1155;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""134;134""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,13.295588,0.0,0.786307,0.044354,0.0,0.135715,0.032076
