Original Inputs,Original Outputs,Attributes,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Block Dim,aicore_time(us),mac_ratio,vec_ratio,scalar_ratio,mte1_ratio,mte2_ratio,mte3_ratio
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [296, 52, 33, 80], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 38}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [296, 52, 33, 38], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [296, 52, 33, 38], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""296,52,33,80;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""296,52,33,38;296,52,33,38""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,207283.146324,0.0,0.673929,0.2403,0.0,0.030078,0.356944
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [11, 10, 67, 255, 23], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 17}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [11, 10, 67, 255, 17], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [11, 10, 67, 255, 17], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""11,10,67,255,23;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""11,10,67,255,17;11,10,67,255,17""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,602674.471324,0.0,0.28902,0.413329,0.0,0.040982,0.476746
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [82, 55, 792, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [82, 55, 792, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [82, 55, 792, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""82,55,792,16;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""82,55,792,16;82,55,792,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,243819.178676,0.0,0.551069,0.659187,0.0,0.132291,0.228793
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [657, 158, 433], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 388}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [657, 158, 388], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [657, 158, 388], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""657,158,433;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""657,158,388;657,158,388""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,196699.102206,0.0,0.870023,0.134939,0.0,0.026405,0.119394
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1484, 945], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 515}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1484, 515], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1484, 515], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1484,945;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1484,515;1484,515""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,5571.252206,0.0,0.929912,0.105933,0.0,0.030028,0.069999
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [15, 135, 2, 333, 43], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 29}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [15, 135, 2, 333, 29], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [15, 135, 2, 333, 29], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""15,135,2,333,43;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""15,135,2,333,29;15,135,2,333,29""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,413610.298529,0.0,0.399641,0.362379,0.0,0.041333,0.47749
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [241, 2, 20, 377, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [241, 2, 20, 377, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [241, 2, 20, 377, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""241,2,20,377,16;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""241,2,20,377,16;241,2,20,377,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,246982.782353,0.0,0.553508,0.662112,0.0,0.128577,0.229699
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [77, 192, 256, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [77, 192, 256, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [77, 192, 256, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""77,192,256,16;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""77,192,256,16;77,192,256,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,258629.067647,0.0,0.550461,0.658464,0.0,0.133227,0.228558
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [65, 1593, 271], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 47}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [65, 1593, 47], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [65, 1593, 47], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""65,1593,271;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""65,1593,47;65,1593,47""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,119082.432353,0.0,0.905173,0.1071,0.0,0.026394,0.131817
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [797, 763], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 204}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [797, 204], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [797, 204], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""797,763;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""797,204;797,204""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,2355.682353,0.0,0.944953,0.094253,0.0,0.030499,0.079844
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1460, 1562], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 792}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1460, 792], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1460, 792], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1460,1562;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1460,792;1460,792""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,10483.275,0.0,0.961952,0.046258,0.0,0.026727,0.02826
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [210, 4, 5, 20, 754], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 221}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [210, 4, 5, 20, 221], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [210, 4, 5, 20, 221], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""210,4,5,20,754;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""210,4,5,20,221;210,4,5,20,221""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,253669.205882,0.0,0.925569,0.114237,0.0,0.028114,0.073505
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1152, 1724], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 1299}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1152, 1299], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1152, 1299], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1152,1724;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1152,1299;1152,1299""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,9185.343382,0.0,0.95315,0.061666,0.0,0.034501,0.040862
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [58, 33, 264, 98], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 32}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [58, 33, 264, 32], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [58, 33, 264, 32], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""58,33,264,98;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""58,33,264,32;58,33,264,32""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,266685.444118,0.0,0.714323,0.411174,0.0,0.039535,0.039641
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [8, 33, 59, 6, 424], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 275}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [8, 33, 59, 6, 275], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [8, 33, 59, 6, 275], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""8,33,59,6,424;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""8,33,59,6,275;8,33,59,6,275""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,170059.491912,0.0,0.896205,0.119793,0.0,0.026915,0.115615
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [142, 25, 561, 24], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [142, 25, 561, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [142, 25, 561, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""142,25,561,24;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""142,25,561,16;142,25,561,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,371698.261029,0.0,0.493754,0.659598,0.0,0.066555,0.0963
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [25, 178, 30, 472], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 428}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [25, 178, 30, 428], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [25, 178, 30, 428], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""25,178,30,472;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""25,178,30,428;25,178,30,428""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,266184.616176,0.0,0.902493,0.109527,0.0,0.027221,0.11259
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [37, 49, 10, 61, 33], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 29}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [37, 49, 10, 61, 29], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [37, 49, 10, 61, 29], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""37,49,10,61,33;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""37,49,10,61,29;37,49,10,61,29""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,423458.254412,0.0,0.324061,0.48201,0.0,0.036824,0.382169
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1354], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 80}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [80], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [80], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1354;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""80;80""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,14.975,0.0,0.824119,0.033094,0.0,0.134538,0.023569
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [120, 44, 333, 20], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 18}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [120, 44, 333, 18], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [120, 44, 333, 18], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""120,44,333,20;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""120,44,333,18;120,44,333,18""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,597694.033088,0.0,0.273219,0.454907,0.0,0.038561,0.439889
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [54, 80, 2, 61, 96], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 52}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [54, 80, 2, 61, 52], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [54, 80, 2, 61, 52], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""54,80,2,61,96;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""54,80,2,61,52;54,80,2,61,52""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,238005.061029,0.0,0.732507,0.237838,0.0,0.025219,0.311504
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [70, 22, 1, 1739, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [70, 22, 1, 1739, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [70, 22, 1, 1739, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""70,22,1,1739,16;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""70,22,1,1739,16;70,22,1,1739,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,182281.327941,0.0,0.552615,0.661085,0.0,0.129896,0.229161
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1756, 69, 388], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 296}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1756, 69, 296], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1756, 69, 296], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1756,69,388;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1756,69,296;1756,69,296""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,209990.939706,0.0,0.867666,0.132726,0.0,0.032029,0.074868
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [22, 13, 31, 71, 54], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 36}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [22, 13, 31, 71, 36], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [22, 13, 31, 71, 36], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""22,13,31,71,54;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""22,13,31,71,36;22,13,31,71,36""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,229416.309559,0.0,0.421403,0.424583,0.0,0.03833,0.394556
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [106, 13, 1234], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 487}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [106, 13, 487], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [106, 13, 487], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""106,13,1234;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""106,13,487;106,13,487""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,7947.106618,0.0,0.94084,0.065995,0.0,0.0356,0.047288
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [444, 328, 235], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 121}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [444, 328, 121], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [444, 328, 121], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""444,328,235;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""444,328,121;444,328,121""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,126862.367647,0.0,0.85177,0.188883,0.0,0.032538,0.192224
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [18, 224, 65, 197], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 147}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [18, 224, 65, 147], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [18, 224, 65, 147], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""18,224,65,197;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""18,224,65,147;18,224,65,147""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,214282.424265,0.0,0.778505,0.237269,0.0,0.031408,0.213419
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1937, 412], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 212}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1937, 212], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1937, 212], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1937,412;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1937,212;1937,212""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,3359.993382,0.0,0.905566,0.103597,0.0,0.028164,0.116841
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [32, 10, 60, 200, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [32, 10, 60, 200, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [32, 10, 60, 200, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""32,10,60,200,16;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""32,10,60,200,16;32,10,60,200,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,260962.951471,0.0,0.553509,0.662107,0.0,0.128585,0.229694
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [65, 165, 63, 2, 26], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 23}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [65, 165, 63, 2, 23], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [65, 165, 63, 2, 23], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""65,165,63,2,26;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""65,165,63,2,23;65,165,63,2,23""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,399808.118382,0.0,0.310576,0.373345,0.0,0.041985,0.512289
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [414], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 382}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [382], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [382], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""414;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""382;382""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,5.769118,0.0,0.566913,0.073158,0.0,0.261025,0.08106
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [176, 270, 1224], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 891}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [176, 270, 891], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [176, 270, 891], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""176,270,1224;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""176,270,891;176,270,891""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,264521.499265,0.0,0.958114,0.053795,0.0,0.02511,0.052701
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [465, 180, 409], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 52}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [465, 180, 52], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [465, 180, 52], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""465,180,409;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""465,180,52;465,180,52""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,144857.091912,0.0,0.907876,0.116557,0.0,0.026116,0.088807
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [183, 1846, 167], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 46}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [183, 1846, 46], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [183, 1846, 46], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""183,1846,167;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""183,1846,46;183,1846,46""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,244187.449265,0.0,0.770451,0.264122,0.0,0.033952,0.202228
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [523, 1613], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 1244}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [523, 1244], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [523, 1244], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""523,1613;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""523,1244;523,1244""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,3874.494118,0.0,0.963568,0.04265,0.0,0.029504,0.045544
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1135, 1070], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 1047}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1135, 1047], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1135, 1047], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1135,1070;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1135,1047;1135,1047""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,5629.191176,0.0,0.960336,0.049066,0.0,0.028943,0.060842
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [971, 987], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 686}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [971, 686], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [971, 686], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""971,987;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""971,686;971,686""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,3732.988971,0.0,0.947436,0.063777,0.0,0.030043,0.068747
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [86, 8, 97, 62, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [86, 8, 97, 62, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [86, 8, 97, 62, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""86,8,97,62,16;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""86,8,97,62,16;86,8,97,62,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,281751.651471,0.0,0.552405,0.660793,0.0,0.130176,0.229357
