Original Inputs,Original Outputs,Attributes,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Block Dim,aicore_time(us),mac_ratio,vec_ratio,scalar_ratio,mte1_ratio,mte2_ratio,mte3_ratio
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [256, 90], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [256, 90], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [256, 90], ""is_host"": false}]",{},"""256,90;256,90""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""256,90""",FLOAT16,FORMAT_ND,2,5.727206,0.0,0.048016,0.029786,0.0,0.523302,0.306201
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [256, 90], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [256, 90], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [256, 90], ""is_host"": false}]",{},"""256,90;256,90""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""256,90""",INT32,FORMAT_ND,2,7.127941,0.0,0.049721,0.03105,0.0,0.637095,0.272437
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1479], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1479], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1479], ""is_host"": false}]",{},"""1479;1479""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""1479""",FLOAT,FORMAT_ND,2,2.658824,0.0,0.037611,0.151825,0.0,0.381084,0.15625
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1479], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1479], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1479], ""is_host"": false}]",{},"""1479;1479""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1479""",FLOAT16,FORMAT_ND,2,2.086029,0.0,0.026789,0.294677,0.0,0.314417,0.17166
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1479], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1479], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1479], ""is_host"": false}]",{},"""1479;1479""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""1479""",INT32,FORMAT_ND,2,1.922794,0.0,0.035182,0.210707,0.0,0.444359,0.215296
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [4, 36, 739, 3, 432], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [4, 36, 739, 3, 432], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [4, 36, 739, 3, 432], ""is_host"": false}]",{},"""4,36,739,3,432;4,36,739,3,432""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""4,36,739,3,432""",FLOAT,FORMAT_ND,2,34076.206618,0.0,0.099226,0.006927,0.0,0.999294,0.643997
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [4, 36, 739, 3, 432], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [4, 36, 739, 3, 432], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [4, 36, 739, 3, 432], ""is_host"": false}]",{},"""4,36,739,3,432;4,36,739,3,432""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""4,36,739,3,432""",FLOAT16,FORMAT_ND,2,17110.107353,0.0,0.082726,0.007106,0.0,0.998662,0.651459
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [4, 36, 739, 3, 432], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [4, 36, 739, 3, 432], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [4, 36, 739, 3, 432], ""is_host"": false}]",{},"""4,36,739,3,432;4,36,739,3,432""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""4,36,739,3,432""",INT32,FORMAT_ND,2,34105.026471,0.0,0.082843,0.006921,0.0,0.999654,0.65519
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [30, 195, 4, 19, 408], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [30, 195, 4, 19, 408], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [30, 195, 4, 19, 408], ""is_host"": false}]",{},"""30,195,4,19,408;30,195,4,19,408""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""30,195,4,19,408""",FLOAT,FORMAT_ND,2,45185.914706,0.0,0.10243,0.00677,0.0,0.999913,0.741501
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [30, 195, 4, 19, 408], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [30, 195, 4, 19, 408], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [30, 195, 4, 19, 408], ""is_host"": false}]",{},"""30,195,4,19,408;30,195,4,19,408""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""30,195,4,19,408""",FLOAT16,FORMAT_ND,2,22590.071324,0.0,0.055601,0.00916,0.0,0.999853,0.769971
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [30, 195, 4, 19, 408], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [30, 195, 4, 19, 408], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [30, 195, 4, 19, 408], ""is_host"": false}]",{},"""30,195,4,19,408;30,195,4,19,408""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""30,195,4,19,408""",INT32,FORMAT_ND,2,45247.126471,0.0,0.055519,0.006761,0.0,0.999935,0.764107
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [97, 111, 30, 598], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [97, 111, 30, 598], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [97, 111, 30, 598], ""is_host"": false}]",{},"""97,111,30,598;97,111,30,598""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""97,111,30,598""",FLOAT,FORMAT_ND,2,55248.351471,0.0,0.088987,0.049031,0.0,0.864928,0.51817
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [97, 111, 30, 598], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [97, 111, 30, 598], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [97, 111, 30, 598], ""is_host"": false}]",{},"""97,111,30,598;97,111,30,598""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""97,111,30,598""",FLOAT16,FORMAT_ND,2,26872.369853,0.0,0.04979,0.093883,0.0,0.85908,0.505953
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [97, 111, 30, 598], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [97, 111, 30, 598], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [97, 111, 30, 598], ""is_host"": false}]",{},"""97,111,30,598;97,111,30,598""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""97,111,30,598""",INT32,FORMAT_ND,2,53229.991176,0.0,0.050122,0.050896,0.0,0.901962,0.536906
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [245, 37, 54, 292], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [245, 37, 54, 292], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [245, 37, 54, 292], ""is_host"": false}]",{},"""245,37,54,292;245,37,54,292""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""245,37,54,292""",FLOAT,FORMAT_ND,2,40343.006618,0.0,0.091532,0.056643,0.0,0.85545,0.515168
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [245, 37, 54, 292], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [245, 37, 54, 292], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [245, 37, 54, 292], ""is_host"": false}]",{},"""245,37,54,292;245,37,54,292""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""245,37,54,292""",FLOAT16,FORMAT_ND,2,19874.4625,0.0,0.050978,0.106774,0.0,0.845457,0.512175
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [245, 37, 54, 292], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [245, 37, 54, 292], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [245, 37, 54, 292], ""is_host"": false}]",{},"""245,37,54,292;245,37,54,292""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""245,37,54,292""",INT32,FORMAT_ND,2,39267.198529,0.0,0.051433,0.058195,0.0,0.894108,0.537165
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [488, 270, 995], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [488, 270, 995], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [488, 270, 995], ""is_host"": false}]",{},"""488,270,995;488,270,995""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""488,270,995""",FLOAT,FORMAT_ND,2,37646.533824,0.0,0.087756,0.044861,0.0,0.869853,0.517271
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [488, 270, 995], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [488, 270, 995], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [488, 270, 995], ""is_host"": false}]",{},"""488,270,995;488,270,995""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""488,270,995""",FLOAT16,FORMAT_ND,2,18983.534559,0.0,0.089179,0.078947,0.0,0.819947,0.480782
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [488, 270, 995], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [488, 270, 995], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [488, 270, 995], ""is_host"": false}]",{},"""488,270,995;488,270,995""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""488,270,995""",INT32,FORMAT_ND,2,37716.95,0.0,0.08879,0.044777,0.0,0.868877,0.516534
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1185, 22, 1053], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1185, 22, 1053], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1185, 22, 1053], ""is_host"": false}]",{},"""1185,22,1053;1185,22,1053""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""1185,22,1053""",FLOAT,FORMAT_ND,2,8247.1125,0.0,0.148759,0.052375,0.0,0.764361,0.448453
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1185, 22, 1053], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1185, 22, 1053], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1185, 22, 1053], ""is_host"": false}]",{},"""1185,22,1053;1185,22,1053""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1185,22,1053""",FLOAT16,FORMAT_ND,2,3976.2875,0.0,0.064864,0.139747,0.0,0.800771,0.426263
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1185, 22, 1053], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1185, 22, 1053], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1185, 22, 1053], ""is_host"": false}]",{},"""1185,22,1053;1185,22,1053""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""1185,22,1053""",INT32,FORMAT_ND,2,7795.713235,0.0,0.090981,0.055407,0.0,0.806867,0.479724
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [229, 49, 3, 13, 454], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [229, 49, 3, 13, 454], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [229, 49, 3, 13, 454], ""is_host"": false}]",{},"""229,49,3,13,454;229,49,3,13,454""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""229,49,3,13,454""",FLOAT,FORMAT_ND,2,58923.616176,0.0,0.090316,0.070254,0.0,0.842865,0.536035
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [229, 49, 3, 13, 454], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [229, 49, 3, 13, 454], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [229, 49, 3, 13, 454], ""is_host"": false}]",{},"""229,49,3,13,454;229,49,3,13,454""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""229,49,3,13,454""",FLOAT16,FORMAT_ND,2,27541.994118,0.0,0.050028,0.095934,0.0,0.857052,0.508323
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [229, 49, 3, 13, 454], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [229, 49, 3, 13, 454], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [229, 49, 3, 13, 454], ""is_host"": false}]",{},"""229,49,3,13,454;229,49,3,13,454""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""229,49,3,13,454""",INT32,FORMAT_ND,2,57852.165441,0.0,0.057332,0.071556,0.0,0.874619,0.555332
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [504], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [504], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [504], ""is_host"": false}]",{},"""504;504""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""504""",FLOAT,FORMAT_ND,1,2.470588,0.0,0.029762,0.073214,0.0,0.435714,0.10119
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [504], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [504], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [504], ""is_host"": false}]",{},"""504;504""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""504""",FLOAT16,FORMAT_ND,1,1.707353,0.0,0.031008,0.102498,0.0,0.390181,0.229974
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [504], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [504], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [504], ""is_host"": false}]",{},"""504;504""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""504""",INT32,FORMAT_ND,1,1.217647,0.0,0.043478,0.144928,0.0,0.425121,0.181159
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [164, 4096], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [164, 4096], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [164, 4096], ""is_host"": false}]",{},"""164,4096;164,4096""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""164,4096""",FLOAT,FORMAT_ND,2,171.822059,0.0,0.102166,0.004887,0.0,0.985424,0.682178
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [164, 4096], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [164, 4096], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [164, 4096], ""is_host"": false}]",{},"""164,4096;164,4096""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""164,4096""",FLOAT16,FORMAT_ND,2,83.938971,0.0,0.082606,0.007288,0.0,0.967518,0.631262
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [164, 4096], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [164, 4096], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [164, 4096], ""is_host"": false}]",{},"""164,4096;164,4096""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""164,4096""",INT32,FORMAT_ND,2,167.705147,0.0,0.091556,0.005007,0.0,0.984615,0.688064
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [512, 28, 6, 3, 633], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [512, 28, 6, 3, 633], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [512, 28, 6, 3, 633], ""is_host"": false}]",{},"""512,28,6,3,633;512,28,6,3,633""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""512,28,6,3,633""",FLOAT,FORMAT_ND,2,47392.558088,0.0,0.094752,0.075493,0.0,0.833904,0.465216
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [512, 28, 6, 3, 633], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [512, 28, 6, 3, 633], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [512, 28, 6, 3, 633], ""is_host"": false}]",{},"""512,28,6,3,633;512,28,6,3,633""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""512,28,6,3,633""",FLOAT16,FORMAT_ND,2,24368.069118,0.0,0.062725,0.134727,0.0,0.805914,0.523113
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [512, 28, 6, 3, 633], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [512, 28, 6, 3, 633], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [512, 28, 6, 3, 633], ""is_host"": false}]",{},"""512,28,6,3,633;512,28,6,3,633""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""512,28,6,3,633""",INT32,FORMAT_ND,2,46237.05,0.0,0.063379,0.077386,0.0,0.863487,0.483784
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1053, 18, 3, 1832], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1053, 18, 3, 1832], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1053, 18, 3, 1832], ""is_host"": false}]",{},"""1053,18,3,1832;1053,18,3,1832""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""1053,18,3,1832""",FLOAT,FORMAT_ND,2,25975.843382,0.0,0.115354,0.015521,0.0,0.999882,0.75402
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1053, 18, 3, 1832], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1053, 18, 3, 1832], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1053, 18, 3, 1832], ""is_host"": false}]",{},"""1053,18,3,1832;1053,18,3,1832""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1053,18,3,1832""",FLOAT16,FORMAT_ND,2,14455.641176,0.0,0.050937,0.101835,0.0,0.850047,0.509043
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1053, 18, 3, 1832], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1053, 18, 3, 1832], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1053, 18, 3, 1832], ""is_host"": false}]",{},"""1053,18,3,1832;1053,18,3,1832""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""1053,18,3,1832""",INT32,FORMAT_ND,2,26005.900735,0.0,0.077975,0.015503,0.0,0.999802,0.762693
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [163, 187, 27, 224], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [163, 187, 27, 224], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [163, 187, 27, 224], ""is_host"": false}]",{},"""163,187,27,224;163,187,27,224""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""163,187,27,224""",FLOAT,FORMAT_ND,2,45826.755882,0.0,0.10515,0.013864,0.0,0.999159,0.747497
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [163, 187, 27, 224], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [163, 187, 27, 224], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [163, 187, 27, 224], ""is_host"": false}]",{},"""163,187,27,224;163,187,27,224""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""163,187,27,224""",FLOAT16,FORMAT_ND,2,22809.736765,0.0,0.103897,0.01009,0.0,0.992483,0.709192
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [163, 187, 27, 224], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [163, 187, 27, 224], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [163, 187, 27, 224], ""is_host"": false}]",{},"""163,187,27,224;163,187,27,224""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""163,187,27,224""",INT32,FORMAT_ND,2,45825.909559,0.0,0.064768,0.013865,0.0,0.999513,0.758363
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1163, 248, 8, 66], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1163, 248, 8, 66], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1163, 248, 8, 66], ""is_host"": false}]",{},"""1163,248,8,66;1163,248,8,66""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""1163,248,8,66""",FLOAT,FORMAT_ND,2,37822.809559,0.0,0.10658,0.009592,0.0,0.994492,0.675861
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1163, 248, 8, 66], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1163, 248, 8, 66], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1163, 248, 8, 66], ""is_host"": false}]",{},"""1163,248,8,66;1163,248,8,66""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1163,248,8,66""",FLOAT16,FORMAT_ND,2,18851.164706,0.0,0.073806,0.002958,0.0,0.999345,0.66837
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1163, 248, 8, 66], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1163, 248, 8, 66], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1163, 248, 8, 66], ""is_host"": false}]",{},"""1163,248,8,66;1163,248,8,66""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""1163,248,8,66""",INT32,FORMAT_ND,2,37767.625735,0.0,0.102502,0.009606,0.0,0.994609,0.677495
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [598, 152], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [598, 152], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [598, 152], ""is_host"": false}]",{},"""598,152;598,152""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""598,152""",FLOAT,FORMAT_ND,2,29.706618,0.0,0.143066,0.008589,0.0,0.879805,0.552808
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [598, 152], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [598, 152], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [598, 152], ""is_host"": false}]",{},"""598,152;598,152""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""598,152""",FLOAT16,FORMAT_ND,2,14.610294,0.0,0.043885,0.046502,0.0,0.74454,0.396628
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [598, 152], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [598, 152], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [598, 152], ""is_host"": false}]",{},"""598,152;598,152""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""598,152""",INT32,FORMAT_ND,2,24.933088,0.0,0.094783,0.010204,0.0,0.885783,0.580524
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [53, 55, 111, 412], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [53, 55, 111, 412], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [53, 55, 111, 412], ""is_host"": false}]",{},"""53,55,111,412;53,55,111,412""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""53,55,111,412""",FLOAT,FORMAT_ND,2,37582.374265,0.0,0.098722,0.052959,0.0,0.830084,0.490877
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [53, 55, 111, 412], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [53, 55, 111, 412], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [53, 55, 111, 412], ""is_host"": false}]",{},"""53,55,111,412;53,55,111,412""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""53,55,111,412""",FLOAT16,FORMAT_ND,2,18743.097794,0.0,0.093315,0.105255,0.0,0.794719,0.448885
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [53, 55, 111, 412], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [53, 55, 111, 412], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [53, 55, 111, 412], ""is_host"": false}]",{},"""53,55,111,412;53,55,111,412""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""53,55,111,412""",INT32,FORMAT_ND,2,36194.090441,0.0,0.057087,0.054994,0.0,0.866804,0.510648
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [11, 81, 52, 3870], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [11, 81, 52, 3870], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [11, 81, 52, 3870], ""is_host"": false}]",{},"""11,81,52,3870;11,81,52,3870""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""11,81,52,3870""",FLOAT,FORMAT_ND,2,49277.330147,0.0,0.094023,0.064924,0.0,0.847636,0.517371
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [11, 81, 52, 3870], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [11, 81, 52, 3870], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [11, 81, 52, 3870], ""is_host"": false}]",{},"""11,81,52,3870;11,81,52,3870""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""11,81,52,3870""",FLOAT16,FORMAT_ND,2,24889.047059,0.0,0.093077,0.093894,0.0,0.811883,0.480154
