Original Inputs,Original Outputs,Attributes,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Block Dim,aicore_time(us),mac_ratio,vec_ratio,scalar_ratio,mte1_ratio,mte2_ratio,mte3_ratio
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [96, 380], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [96, 380], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [96, 380], ""is_host"": false}]",{},"""96,380;96,380""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""96,380""",FLOAT16,FORMAT_ND,2,7.241176,0.0,0.034728,0.025792,0.0,0.632108,0.235175
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [96, 380], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [96, 380], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [96, 380], ""is_host"": false}]",{},"""96,380;96,380""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""96,380""",INT32,FORMAT_ND,2,11.744118,0.0,0.043326,0.056161,0.0,0.745116,0.392625
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [288, 1248], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [288, 1248], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [288, 1248], ""is_host"": false}]",{},"""288,1248;288,1248""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""288,1248""",FLOAT,FORMAT_ND,2,89.715441,0.0,0.099235,0.006688,0.0,0.969831,0.595199
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [288, 1248], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [288, 1248], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [288, 1248], ""is_host"": false}]",{},"""288,1248;288,1248""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""288,1248""",FLOAT16,FORMAT_ND,2,55.761765,0.0,0.067593,0.00422,0.0,0.933198,0.618018
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [288, 1248], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [288, 1248], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [288, 1248], ""is_host"": false}]",{},"""288,1248;288,1248""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""288,1248""",INT32,FORMAT_ND,2,90.755882,0.0,0.082639,0.006611,0.0,0.969237,0.623862
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [236, 1248, 100], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [236, 1248, 100], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [236, 1248, 100], ""is_host"": false}]",{},"""236,1248,100;236,1248,100""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""236,1248,100""",FLOAT,FORMAT_ND,2,7284.85,0.0,0.100333,0.007602,0.0,0.999507,0.682311
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [236, 1248, 100], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [236, 1248, 100], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [236, 1248, 100], ""is_host"": false}]",{},"""236,1248,100;236,1248,100""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""236,1248,100""",FLOAT16,FORMAT_ND,2,4239.045588,0.0,0.089283,0.079073,0.0,0.833696,0.488298
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [236, 1248, 100], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [236, 1248, 100], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [236, 1248, 100], ""is_host"": false}]",{},"""236,1248,100;236,1248,100""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""236,1248,100""",INT32,FORMAT_ND,2,7284.918382,0.0,0.053454,0.007602,0.0,0.999537,0.693623
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [2916, 193, 192], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [2916, 193, 192], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [2916, 193, 192], ""is_host"": false}]",{},"""2916,193,192;2916,193,192""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""2916,193,192""",FLOAT,FORMAT_ND,2,26689.772059,0.0,0.099937,0.00322,0.0,0.972374,0.590009
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [2916, 193, 192], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [2916, 193, 192], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [2916, 193, 192], ""is_host"": false}]",{},"""2916,193,192;2916,193,192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""2916,193,192""",FLOAT16,FORMAT_ND,2,13354.658088,0.0,0.072891,0.006918,0.0,0.992897,0.626187
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [2916, 193, 192], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [2916, 193, 192], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [2916, 193, 192], ""is_host"": false}]",{},"""2916,193,192;2916,193,192""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""2916,193,192""",INT32,FORMAT_ND,2,26705.077206,0.0,0.083501,0.003218,0.0,0.978485,0.604864
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1, 402, 37, 7314], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1, 402, 37, 7314], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1, 402, 37, 7314], ""is_host"": false}]",{},"""1,402,37,7314;1,402,37,7314""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""1,402,37,7314""",FLOAT,FORMAT_ND,2,31700.281618,0.0,0.089357,0.059293,0.0,0.854673,0.532768
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1, 402, 37, 7314], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1, 402, 37, 7314], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1, 402, 37, 7314], ""is_host"": false}]",{},"""1,402,37,7314;1,402,37,7314""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1,402,37,7314""",FLOAT16,FORMAT_ND,2,15333.042647,0.0,0.051279,0.116553,0.0,0.835791,0.526123
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1, 402, 37, 7314], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1, 402, 37, 7314], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1, 402, 37, 7314], ""is_host"": false}]",{},"""1,402,37,7314;1,402,37,7314""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""1,402,37,7314""",INT32,FORMAT_ND,2,30278.848529,0.0,0.051652,0.062076,0.0,0.889811,0.550812
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [19, 111, 226, 404], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [19, 111, 226, 404], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [19, 111, 226, 404], ""is_host"": false}]",{},"""19,111,226,404;19,111,226,404""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""19,111,226,404""",FLOAT,FORMAT_ND,2,53391.454412,0.0,0.091694,0.05289,0.0,0.859304,0.506153
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [19, 111, 226, 404], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [19, 111, 226, 404], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [19, 111, 226, 404], ""is_host"": false}]",{},"""19,111,226,404;19,111,226,404""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""19,111,226,404""",FLOAT16,FORMAT_ND,2,23920.118382,0.0,0.104765,0.022506,0.0,0.926625,0.570717
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [19, 111, 226, 404], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [19, 111, 226, 404], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [19, 111, 226, 404], ""is_host"": false}]",{},"""19,111,226,404;19,111,226,404""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""19,111,226,404""",INT32,FORMAT_ND,2,51546.655147,0.0,0.051414,0.054783,0.0,0.897814,0.526495
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""1;1""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""1""",FLOAT,FORMAT_ND,1,2.294118,0.0,0.014103,0.071795,0.0,0.496154,0.061538
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""1;1""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1""",FLOAT16,FORMAT_ND,1,1.560294,0.0,0.019793,0.104618,0.0,0.401508,0.194156
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": false}]",{},"""1;1""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""1""",INT32,FORMAT_ND,1,1.011765,0.0,0.030523,0.161337,0.0,0.43314,0.107558
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [669], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [669], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [669], ""is_host"": false}]",{},"""669;669""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""669""",FLOAT,FORMAT_ND,2,2.765441,0.0,0.02393,0.144376,0.0,0.457857,0.152087
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [669], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [669], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [669], ""is_host"": false}]",{},"""669;669""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""669""",FLOAT16,FORMAT_ND,1,1.192647,0.0,0.046856,0.146732,0.0,0.418002,0.17016
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [669], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [669], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [669], ""is_host"": false}]",{},"""669;669""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""669""",INT32,FORMAT_ND,2,1.750735,0.0,0.031919,0.228055,0.0,0.305754,0.211256
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [286, 248, 504], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [286, 248, 504], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [286, 248, 504], ""is_host"": false}]",{},"""286,248,504;286,248,504""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""286,248,504""",FLOAT,FORMAT_ND,2,8932.2375,0.0,0.099895,0.008639,0.0,0.972024,0.648526
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [286, 248, 504], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [286, 248, 504], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [286, 248, 504], ""is_host"": false}]",{},"""286,248,504;286,248,504""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""286,248,504""",FLOAT16,FORMAT_ND,2,5085.075735,0.0,0.091479,0.081476,0.0,0.815502,0.46364
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [286, 248, 504], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [286, 248, 504], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [286, 248, 504], ""is_host"": false}]",{},"""286,248,504;286,248,504""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""286,248,504""",INT32,FORMAT_ND,2,8905.738235,0.0,0.101373,0.008665,0.0,0.971267,0.646854
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [420], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [420], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [420], ""is_host"": false}]",{},"""420;420""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""420""",FLOAT,FORMAT_ND,1,2.775,0.0,0.026497,0.063593,0.0,0.464229,0.08691
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [420], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [420], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [420], ""is_host"": false}]",{},"""420;420""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""420""",FLOAT16,FORMAT_ND,1,1.838235,0.0,0.0288,0.096,0.0,0.5232,0.2112
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [420], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [420], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [420], ""is_host"": false}]",{},"""420;420""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""420""",INT32,FORMAT_ND,1,1.397059,0.0,0.041053,0.126316,0.0,0.362105,0.172632
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [118], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [118], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [118], ""is_host"": false}]",{},"""118;118""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""118""",FLOAT,FORMAT_ND,1,1.385294,0.0,0.04034,0.123142,0.0,0.528662,0.123142
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [118], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [118], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [118], ""is_host"": false}]",{},"""118;118""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""118""",FLOAT16,FORMAT_ND,1,1.254412,0.0,0.024619,0.131301,0.0,0.362251,0.135991
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [118], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [118], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [118], ""is_host"": false}]",{},"""118;118""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""118""",INT32,FORMAT_ND,1,1.111765,0.0,0.044974,0.153439,0.0,0.417989,0.153439
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [88, 24, 549, 104], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [88, 24, 549, 104], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [88, 24, 549, 104], ""is_host"": false}]",{},"""88,24,549,104;88,24,549,104""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""88,24,549,104""",FLOAT,FORMAT_ND,2,30262.455147,0.0,0.107763,0.002815,0.0,0.915638,0.587907
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [88, 24, 549, 104], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [88, 24, 549, 104], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [88, 24, 549, 104], ""is_host"": false}]",{},"""88,24,549,104;88,24,549,104""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""88,24,549,104""",FLOAT16,FORMAT_ND,2,16905.379412,0.0,0.062558,0.084622,0.0,0.853486,0.503798
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [88, 24, 549, 104], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [88, 24, 549, 104], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [88, 24, 549, 104], ""is_host"": false}]",{},"""88,24,549,104;88,24,549,104""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""88,24,549,104""",INT32,FORMAT_ND,2,30327.298529,0.0,0.104717,0.002808,0.0,0.924165,0.588061
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [66, 366, 258], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [66, 366, 258], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [66, 366, 258], ""is_host"": false}]",{},"""66,366,258;66,366,258""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""66,366,258""",FLOAT,FORMAT_ND,2,1553.952941,0.0,0.103749,0.007075,0.0,0.957653,0.634146
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [66, 366, 258], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [66, 366, 258], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [66, 366, 258], ""is_host"": false}]",{},"""66,366,258;66,366,258""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""66,366,258""",FLOAT16,FORMAT_ND,2,910.916176,0.0,0.089669,0.087438,0.0,0.805216,0.471362
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [66, 366, 258], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [66, 366, 258], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [66, 366, 258], ""is_host"": false}]",{},"""66,366,258;66,366,258""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""66,366,258""",INT32,FORMAT_ND,2,1548.771324,0.0,0.103594,0.007097,0.0,0.958019,0.640821
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [21, 222, 58, 370], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [21, 222, 58, 370], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [21, 222, 58, 370], ""is_host"": false}]",{},"""21,222,58,370;21,222,58,370""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""21,222,58,370""",FLOAT,FORMAT_ND,2,25428.041176,0.0,0.189003,0.02609,0.0,0.755105,0.432751
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [21, 222, 58, 370], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [21, 222, 58, 370], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [21, 222, 58, 370], ""is_host"": false}]",{},"""21,222,58,370;21,222,58,370""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""21,222,58,370""",FLOAT16,FORMAT_ND,2,14138.204412,0.0,0.072496,0.151877,0.0,0.78016,0.435135
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [21, 222, 58, 370], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [21, 222, 58, 370], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [21, 222, 58, 370], ""is_host"": false}]",{},"""21,222,58,370;21,222,58,370""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""21,222,58,370""",INT32,FORMAT_ND,2,24936.443382,0.0,0.10585,0.026604,0.0,0.765689,0.47376
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [466, 380], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [466, 380], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [466, 380], ""is_host"": false}]",{},"""466,380;466,380""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""466,380""",FLOAT,FORMAT_ND,2,68.826471,0.0,0.119974,0.036654,0.0,0.803876,0.463922
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [466, 380], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [466, 380], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [466, 380], ""is_host"": false}]",{},"""466,380;466,380""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""466,380""",FLOAT16,FORMAT_ND,2,29.403676,0.0,0.079772,0.086874,0.0,0.751332,0.366101
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [466, 380], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [466, 380], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [466, 380], ""is_host"": false}]",{},"""466,380;466,380""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""466,380""",INT32,FORMAT_ND,2,52.919853,0.0,0.084895,0.0477,0.0,0.82675,0.500076
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [2198, 1, 190], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [2198, 1, 190], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [2198, 1, 190], ""is_host"": false}]",{},"""2198,1,190;2198,1,190""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""2198,1,190""",FLOAT,FORMAT_ND,2,123.760294,0.0,0.091472,0.042944,0.0,0.839793,0.48952
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [2198, 1, 190], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [2198, 1, 190], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [2198, 1, 190], ""is_host"": false}]",{},"""2198,1,190;2198,1,190""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""2198,1,190""",FLOAT16,FORMAT_ND,2,75.207353,0.0,0.071586,0.064977,0.0,0.817045,0.459299
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [2198, 1, 190], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [2198, 1, 190], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [2198, 1, 190], ""is_host"": false}]",{},"""2198,1,190;2198,1,190""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""2198,1,190""",INT32,FORMAT_ND,2,126.188235,0.0,0.085517,0.042117,0.0,0.848109,0.489104
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [2, 18, 10, 32, 16342], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [2, 18, 10, 32, 16342], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [2, 18, 10, 32, 16342], ""is_host"": false}]",{},"""2,18,10,32,16342;2,18,10,32,16342""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""2,18,10,32,16342""",FLOAT,FORMAT_ND,2,47742.267647,0.0,0.100954,0.038717,0.0,0.893665,0.479718
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [2, 18, 10, 32, 16342], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [2, 18, 10, 32, 16342], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [2, 18, 10, 32, 16342], ""is_host"": false}]",{},"""2,18,10,32,16342;2,18,10,32,16342""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""2,18,10,32,16342""",FLOAT16,FORMAT_ND,2,26480.5125,0.0,0.050541,0.104624,0.0,0.850957,0.517686
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [2, 18, 10, 32, 16342], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [2, 18, 10, 32, 16342], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [2, 18, 10, 32, 16342], ""is_host"": false}]",{},"""2,18,10,32,16342;2,18,10,32,16342""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""2,18,10,32,16342""",INT32,FORMAT_ND,2,47713.222059,0.0,0.076161,0.03874,0.0,0.907012,0.481701
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [310], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [310], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [310], ""is_host"": false}]",{},"""310;310""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""310""",FLOAT,FORMAT_ND,1,2.969118,0.0,0.021793,0.059435,0.0,0.490837,0.077761
