,Original Inputs,Original Outputs,Attributes,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Block Dim,aicore_time(us),mac_ratio,vec_ratio,scalar_ratio,mte1_ratio,mte2_ratio,mte3_ratio
1723,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [47, 264, 2, 1529], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [264], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [264], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [47, 264, 2, 1529], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [47, 264, 2, 1529], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [47, 264, 2, 1529], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""47,264,2,1529;264;264""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""47,264,2,1529;47,1,1,1529;47,1,1,1529""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,103217.070588,0.0,0.925947,0.11292,0.0,0.418096,0.155016
1724,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [301, 221, 312, 3], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [221], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [221], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [301, 221, 312, 3], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [301, 221, 312, 3], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [301, 221, 312, 3], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""301,221,312,3;221;221""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""301,221,312,3;301,1,1,3;301,1,1,3""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,21465553.863235,0.0,0.210011,0.138942,0.0,0.082682,0.110816
1725,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [7, 80, 327, 242], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [80], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [80], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [7, 80, 327, 242], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [7, 80, 327, 242], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [7, 80, 327, 242], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""7,80,327,242;80;80""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""7,80,327,242;7,1,1,242;7,1,1,242""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,414636.692647,0.0,0.648976,0.136781,0.0,0.536405,0.126199
1726,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [856, 8, 119, 59], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [8], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [8], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [856, 8, 119, 59], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [856, 8, 119, 59], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [856, 8, 119, 59], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""856,8,119,59;8;8""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""856,8,119,59;856,1,1,59;856,1,1,59""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,911859.975,0.0,0.515953,0.126173,0.0,0.653985,0.121049
1727,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [191, 98, 58, 58], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [98], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [98], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [191, 98, 58, 58], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [191, 98, 58, 58], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [191, 98, 58, 58], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""191,98,58,58;98;98""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""191,98,58,58;191,1,1,58;191,1,1,58""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1104865.520588,0.0,0.487125,0.135423,0.0,0.813469,0.131357
1728,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1058, 7, 126, 52], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [7], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [7], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1058, 7, 126, 52], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1058, 7, 126, 52], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1058, 7, 126, 52], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""1058,7,126,52;7;7""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""1058,7,126,52;1058,1,1,52;1058,1,1,52""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1043558.361765,0.0,0.5145,0.1369,0.0,0.655486,0.11743
1729,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [18, 90, 49, 612], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [90], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [90], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [18, 90, 49, 612], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [18, 90, 49, 612], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [18, 90, 49, 612], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""18,90,49,612;90;90""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""18,90,49,612;18,1,1,612;18,1,1,612""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,215103.804412,0.0,0.755074,0.128464,0.0,0.450502,0.124617
1730,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [103, 25, 217, 96], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [25], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [25], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [103, 25, 217, 96], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [103, 25, 217, 96], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [103, 25, 217, 96], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""103,25,217,96;25;25""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""103,25,217,96;103,1,1,96;103,1,1,96""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,137292.929412,0.0,0.769262,0.080309,0.0,0.436684,0.14886
1731,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [134, 957, 3, 166], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [957], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [957], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [134, 957, 3, 166], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [134, 957, 3, 166], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [134, 957, 3, 166], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""134,957,3,166;957;957""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""134,957,3,166;134,1,1,166;134,1,1,166""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,764808.345588,0.0,0.638381,0.118131,0.0,0.555074,0.144165
1732,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [22, 61, 201, 166], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [61], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [61], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [22, 61, 201, 166], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [22, 61, 201, 166], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [22, 61, 201, 166], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""22,61,201,166;61;61""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""22,61,201,166;22,1,1,166;22,1,1,166""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,537868.527941,0.0,0.659948,0.152532,0.0,0.447622,0.096859
1733,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [77, 659, 4, 199], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [659], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [659], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [77, 659, 4, 199], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [77, 659, 4, 199], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [77, 659, 4, 199], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""77,659,4,199;659;659""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""77,659,4,199;77,1,1,199;77,1,1,199""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,416672.7,0.0,0.615713,0.149046,0.0,0.533416,0.154376
1734,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [55, 168, 38, 96], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [168], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [168], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [55, 168, 38, 96], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [55, 168, 38, 96], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [55, 168, 38, 96], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""55,168,38,96;168;168""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""55,168,38,96;55,1,1,96;55,1,1,96""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,61542.269118,0.0,0.901533,0.031526,0.0,0.157724,0.072281
1735,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [159, 79, 76, 41], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [79], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [79], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [159, 79, 76, 41], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [159, 79, 76, 41], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [159, 79, 76, 41], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""159,79,76,41;79;79""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""159,79,76,41;159,1,1,41;159,1,1,41""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,957416.057353,0.0,0.478778,0.136677,0.0,0.82083,0.128724
1736,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [249, 10, 342, 71], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [10], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [10], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [249, 10, 342, 71], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [249, 10, 342, 71], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [249, 10, 342, 71], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""249,10,342,71;10;10""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""249,10,342,71;249,1,1,71;249,1,1,71""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1427132.839706,0.0,0.641868,0.119462,0.0,0.451586,0.082765
1737,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [45, 469, 125, 21], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [469], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [469], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [45, 469, 125, 21], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [45, 469, 125, 21], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [45, 469, 125, 21], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""45,469,125,21;469;469""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""45,469,125,21;45,1,1,21;45,1,1,21""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,2516534.894118,0.0,0.462242,0.13593,0.0,0.824648,0.127652
1738,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [100, 27, 48, 489], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [27], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [27], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [100, 27, 48, 489], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [100, 27, 48, 489], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [100, 27, 48, 489], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""100,27,48,489;27;27""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""100,27,48,489;100,1,1,489;100,1,1,489""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,149713.016176,0.0,0.794793,0.07664,0.0,0.374164,0.151514
1739,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [100, 726, 237, 2], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [726], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [726], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [100, 726, 237, 2], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [100, 726, 237, 2], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [100, 726, 237, 2], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""100,726,237,2;726;726""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""100,726,237,2;100,1,1,2;100,1,1,2""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,16057615.461765,0.0,0.066775,0.133913,0.0,0.041405,0.1223
1740,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [165, 61, 304, 21], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [61], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [61], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [165, 61, 304, 21], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [165, 61, 304, 21], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [165, 61, 304, 21], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""165,61,304,21;61;61""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""165,61,304,21;165,1,1,21;165,1,1,21""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,175390.760294,0.0,0.806928,0.069882,0.0,0.364316,0.149175
1741,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [151, 3, 218, 344], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [3], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [3], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [151, 3, 218, 344], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [151, 3, 218, 344], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [151, 3, 218, 344], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""151,3,218,344;3;3""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""151,3,218,344;151,1,1,344;151,1,1,344""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,163891.277941,0.0,0.694344,0.164398,0.0,0.567765,0.145793
1742,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [8, 873, 350, 24], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [873], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [873], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [8, 873, 350, 24], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [8, 873, 350, 24], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [8, 873, 350, 24], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""8,873,350,24;873;873""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""8,873,350,24;8,1,1,24;8,1,1,24""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,148878.216176,0.0,0.807315,0.064617,0.0,0.342748,0.154769
1743,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [93, 630, 26, 27], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [630], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [630], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [93, 630, 26, 27], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [93, 630, 26, 27], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [93, 630, 26, 27], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""93,630,26,27;630;630""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""93,630,26,27;93,1,1,27;93,1,1,27""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1505538.333824,0.0,0.463663,0.148475,0.0,0.806986,0.131192
1744,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [111, 14, 129, 201], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [14], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [14], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [111, 14, 129, 201], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [111, 14, 129, 201], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [111, 14, 129, 201], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""111,14,129,201;14;14""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""111,14,129,201;111,1,1,201;111,1,1,201""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,391366.792647,0.0,0.658342,0.135508,0.0,0.428615,0.112761
1745,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [396, 157, 55, 10], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [157], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [157], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [396, 157, 55, 10], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [396, 157, 55, 10], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [396, 157, 55, 10], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""396,157,55,10;157;157""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""396,157,55,10;396,1,1,10;396,1,1,10""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,3264348.389706,0.0,0.460946,0.138435,0.0,0.822776,0.128826
1746,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1, 470, 104, 1221], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [470], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [470], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1, 470, 104, 1221], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1, 470, 104, 1221], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1, 470, 104, 1221], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""1,470,104,1221;470;470""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""1,470,104,1221;1,1,1,1221;1,1,1,1221""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,190987.255882,0.0,0.765466,0.075554,0.0,0.413038,0.140499
1747,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [19, 211, 89, 178], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [211], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [211], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [19, 211, 89, 178], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [19, 211, 89, 178], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [19, 211, 89, 178], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""19,211,89,178;211;211""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""19,211,89,178;19,1,1,178;19,1,1,178""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,768690.920588,0.0,0.651084,0.146738,0.0,0.549493,0.100405
1748,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [387, 165, 146, 4], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [165], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [165], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [387, 165, 146, 4], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [387, 165, 146, 4], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [387, 165, 146, 4], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""387,165,146,4;165;165""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""387,165,146,4;387,1,1,4;387,1,1,4""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,9675654.760294,0.0,0.504861,0.142296,0.0,0.012898,0.111203
1749,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [19, 12, 228, 649], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [12], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [12], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [19, 12, 228, 649], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [19, 12, 228, 649], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [19, 12, 228, 649], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""19,12,228,649;12;12""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""19,12,228,649;19,1,1,649;19,1,1,649""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,136573.275,0.0,0.774917,0.134623,0.0,0.425109,0.129971
