Original Inputs,Original Outputs,Attributes,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Block Dim,aicore_time(us),mac_ratio,vec_ratio,scalar_ratio,mte1_ratio,mte2_ratio,mte3_ratio
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [145, 454, 149], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""145,454,149""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,1056.336765,0.0,0.983479,0.028571,0.0,0.484058,0.000287
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [127, 1033], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""127,1033""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,75.873529,0.0,0.770807,0.10509,0.0,0.774373,0.001861
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [127, 1033], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""127,1033""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,60.477941,0.0,0.655125,0.122578,0.0,0.839076,0.001799
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [51, 16, 184, 231], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""51,16,184,231""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,8026.133824,0.0,0.991177,0.021459,0.0,0.416067,1.3e-05
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [51, 16, 184, 231], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""51,16,184,231""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,3199.352941,0.0,0.988024,0.024909,0.0,0.524349,9.4e-05
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [117, 39, 10, 45, 24], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""117,39,10,45,24""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,11446.995588,0.0,0.991241,0.021657,0.0,0.413803,2.7e-05
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [117, 39, 10, 45, 24], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""117,39,10,45,24""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,4527.854412,0.0,0.988515,0.024858,0.0,0.523064,0.000113
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [329, 492, 229], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""329,492,229""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,8890.732353,0.0,0.989987,0.02047,0.0,0.414945,3.5e-05
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [329, 492, 229], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""329,492,229""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,3572.932353,0.0,0.987443,0.022788,0.0,0.511504,8.6e-05
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [56, 212, 8, 6, 111], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""56,212,8,6,111""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,14643.376471,0.0,0.991249,0.021066,0.0,0.415595,2.1e-05
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [56, 212, 8, 6, 111], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""56,212,8,6,111""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,5818.447059,0.0,0.988504,0.023972,0.0,0.526558,5.3e-05
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1717], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""1717""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,2.980882,0.0,0.202269,0.054267,0.0,0.377405,0.102121
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1717], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""1717""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,1.786765,0.0,0.200823,0.088889,0.0,0.399177,0.079012
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [15, 86, 214, 162], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""15,86,214,162""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,10339.127941,0.0,0.991136,0.02056,0.0,0.417137,1.1e-05
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [15, 86, 214, 162], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""15,86,214,162""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,4261.988235,0.0,0.987619,0.023534,0.0,0.512872,7.1e-05
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1766], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""1766""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,3.041176,0.0,0.195358,0.053191,0.0,0.39265,0.099613
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1766], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""1766""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,1.880882,0.0,0.190774,0.084441,0.0,0.435496,0.075059
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [118, 893, 318], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""118,893,318""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,7813.788235,0.0,0.990751,0.019428,0.0,0.418674,1.4e-05
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [118, 893, 318], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""118,893,318""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,3154.185294,0.0,0.987814,0.022517,0.0,0.517826,9.7e-05
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [572, 323, 242], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""572,323,242""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,10463.889706,0.0,0.990389,0.020351,0.0,0.418393,2.9e-05
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [572, 323, 242], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""572,323,242""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,4208.655882,0.0,0.98797,0.023555,0.0,0.517231,7.2e-05
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [82, 55, 11, 893], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""82,55,11,893""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,10647.308824,0.0,0.988498,0.0245,0.0,0.426203,2.8e-05
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [82, 55, 11, 893], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""82,55,11,893""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,4252.416176,0.0,0.987616,0.0232,0.0,0.513036,7.1e-05
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [9, 92, 6, 31, 281], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""9,92,6,31,281""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,10099.469118,0.0,0.990863,0.018286,0.0,0.416846,3e-05
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [9, 92, 6, 31, 281], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1], ""is_host"": false}]",{},"""9,92,6,31,281""",FLOAT16,FORMAT_ND,"""""",FLOAT16,FORMAT_ND,1,4056.220588,0.0,0.98799,0.022265,0.0,0.519553,7.5e-05
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [620], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1], ""is_host"": false}]",{},"""620""",FLOAT,FORMAT_ND,"""""",FLOAT,FORMAT_ND,1,2.511765,0.0,0.141686,0.063817,0.0,0.418033,0.056206
